,Unnamed: 0,Internet usage_no time at all,Rock,Cars,Reliability,Decision making,Movies,Elections,Celebrities,Self-criticism,Judgment calls,Hypochondria,Empathy,Art exhibitions,Theatre,Eating to survive,Giving,Storm,Classical music,Rats,Flying,Compassion to animals,Borrowed stuff,Loneliness,Musical instruments,Cheating in school,Health,Law,Dance,Changing the past,Appearence and gestures,Romantic,God,Science and technology,Physics,Dreams,Charity,Foreign languages,Number of friends,Darkness,Prioritising workload,Passwords,Emails
252,252,0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,2.0,3.0,1,3.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,1.0,2.0,1.0,5.0,5.0,5.0,3.0,1.0,3,1.0,5.0,3,3.0,2.0,Default,253@survey.com
253,253,0,1.0,5.0,5.0,2.0,3.0,1.0,2.0,3.0,5.0,1.0,3.0,1.0,1.0,1,1.0,2.0,1.0,2.0,3.0,2.0,5.0,4.0,1.0,1.0,3.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,2,1.0,2.0,5,1.0,3.0,Default,254@survey.com
254,254,0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,1.0,2.0,1,5.0,1.0,2.0,3.0,1.0,5.0,5.0,5.0,1.0,4.0,5.0,3.0,5.0,2.0,4.0,5.0,4.0,1.0,1.0,3,1.0,2.0,5,1.0,5.0,Default,255@survey.com
255,255,0,5.0,1.0,4.0,5.0,5.0,5.0,1.0,4.0,3.0,3.0,4.0,4.0,5.0,2,2.0,2.0,5.0,1.0,1.0,5.0,5.0,3.0,5.0,4.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3,1.0,5.0,4,1.0,2.0,Default,256@survey.com
256,256,0,2.0,3.0,4.0,1.0,3.0,4.0,5.0,2.0,4.0,1.0,4.0,1.0,1.0,4,1.0,3.0,1.0,3.0,1.0,5.0,4.0,1.0,2.0,5.0,3.0,3.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,4,1.0,2.0,1,3.0,3.0,Default,257@survey.com
257,257,0,4.0,5.0,4.0,2.0,5.0,1.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,2,4.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,4.0,1.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,3,2.0,4.0,3,1.0,2.0,Default,258@survey.com
258,258,0,5.0,1.0,3.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,3.0,1,1.0,1.0,5.0,3.0,1.0,5.0,3.0,2.0,3.0,5.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,4.0,3,1.0,3.0,1,4.0,1.0,Default,259@survey.com
259,259,0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,1,1.0,1.0,2.0,1.0,1.0,5.0,5.0,3.0,2.0,3.0,5.0,4.0,3.0,5.0,2.0,1.0,5.0,3.0,2.0,4,3.0,4.0,4,1.0,5.0,Default,260@survey.com
260,260,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3.0,3.0,3,3.0,3.0,Default,261@survey.com
261,261,0,2.0,2.0,3.0,2.0,5.0,3.0,4.0,4.0,5.0,2.0,4.0,3.0,2.0,2,3.0,1.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,3,1.0,5.0,3,3.0,3.0,Default,262@survey.com
262,262,0,5.0,1.0,3.0,3.0,4.0,4.0,1.0,5.0,4.0,2.0,4.0,4.0,4.0,3,2.0,2.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,3.0,2.0,3,3.0,5.0,3,1.0,4.0,Default,263@survey.com
263,263,0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,5.0,1.0,4.0,3.0,3.0,1,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,5.0,3.0,5.0,4.0,1.0,1.0,2.0,4,1.0,5.0,5,4.0,1.0,Default,264@survey.com
264,264,0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,2,3.0,1.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,5.0,3.0,1.0,3.0,5.0,2.0,3,3.0,3.0,3,1.0,3.0,Default,265@survey.com
265,265,0,2.0,1.0,3.0,1.0,5.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,2.0,3,3.0,2.0,2.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,1.0,1.0,3,1.0,3.0,3,3.0,1.0,Default,266@survey.com
266,266,0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,1.0,4.0,3.0,3.0,2,4.0,5.0,3.0,2.0,1.0,3.0,5.0,4.0,2.0,5.0,3.0,1.0,3.0,4.0,4.0,5.0,2.0,3.0,3.0,4,2.0,5.0,3,4.0,2.0,Default,267@survey.com
267,267,0,4.0,1.0,4.0,2.0,4.0,5.0,1.0,5.0,3.0,1.0,4.0,3.0,5.0,1,3.0,1.0,4.0,1.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,5,3.0,4.0,3,1.0,4.0,Default,268@survey.com
268,268,0,2.0,1.0,5.0,3.0,4.0,5.0,2.0,4.0,5.0,1.0,5.0,1.0,1.0,2,4.0,2.0,2.0,2.0,1.0,5.0,5.0,2.0,1.0,2.0,5.0,1.0,3.0,5.0,4.0,5.0,1.0,4.0,3.0,3,3.0,4.0,5,4.0,5.0,Default,269@survey.com
269,269,0,5.0,1.0,3.0,4.0,5.0,3.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,2,2.0,1.0,4.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,2,2.0,5.0,2,1.0,2.0,Default,270@survey.com
270,270,0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,2.0,4.0,2.0,5.0,2,2.0,4.0,1.0,4.0,2.0,5.0,5.0,3.0,1.0,5.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,1.0,3,2.0,4.0,3,4.0,2.0,Default,271@survey.com
271,271,0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0,2,4.0,3.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,5.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,3,3.0,3.0,4,3.0,3.0,Default,272@survey.com
272,272,0,5.0,1.0,3.0,4.0,5.0,5.0,1.0,3.0,3.0,3.0,4.0,5.0,5.0,1,3.0,1.0,5.0,2.0,1.0,5.0,5.0,3.0,1.0,5.0,4.0,1.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,3,3.0,4.0,1,3.0,2.0,Default,273@survey.com
273,273,0,4.0,2.0,4.0,2.0,5.0,5.0,2.0,3.0,4.0,2.0,5.0,4.0,3.0,2,3.0,2.0,4.0,5.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,5.0,3.0,4.0,1.0,4,4.0,5.0,5,3.0,2.0,Default,274@survey.com
274,274,0,3.0,4.0,5.0,4.0,4.0,5.0,1.0,4.0,4.0,2.0,2.0,3.0,4.0,2,3.0,3.0,2.0,5.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,5.0,5.0,1.0,3.0,4.0,2.0,4.0,1.0,3,1.0,2.0,5,5.0,2.0,Default,275@survey.com
275,275,0,4.0,3.0,2.0,1.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,2,3.0,1.0,4.0,1.0,1.0,5.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,3,2.0,5.0,3,3.0,1.0,Default,276@survey.com
276,276,0,5.0,1.0,4.0,1.0,5.0,2.0,2.0,3.0,5.0,1.0,5.0,1.0,3.0,4,5.0,1.0,2.0,2.0,1.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,4,2.0,4.0,4,1.0,1.0,Default,277@survey.com
277,277,0,5.0,3.0,5.0,3.0,5.0,5.0,1.0,3.0,3.0,3.0,5.0,1.0,2.0,2,2.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,5.0,4.0,2.0,3.0,2.0,4,1.0,5.0,3,1.0,4.0,Default,278@survey.com
278,278,0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,1.0,3.0,3.0,2.0,1,1.0,1.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,1.0,2.0,3.0,5.0,3.0,2.0,5.0,5.0,3.0,5,1.0,4.0,5,1.0,1.0,Default,279@survey.com
279,279,0,3.0,1.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,1.0,5.0,1.0,2.0,2,4.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,1.0,1.0,3,2.0,2.0,3,4.0,2.0,Default,280@survey.com
280,280,0,5.0,2.0,1.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,5.0,3.0,5.0,1,5.0,2.0,3.0,1.0,3.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,4.0,3.0,4.0,5.0,5.0,2.0,2.0,2,2.0,3.0,4,3.0,1.0,Default,281@survey.com
281,281,0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,1.0,3.0,3.0,2.0,4,2.0,1.0,4.0,1.0,1.0,3.0,5.0,4.0,5.0,3.0,2.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4,2.0,4.0,3,2.0,4.0,Default,282@survey.com
282,282,0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,5.0,5.0,4.0,5.0,1.0,3.0,1,5.0,4.0,1.0,5.0,3.0,5.0,5.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,3,2.0,3.0,3,3.0,4.0,Default,283@survey.com
283,283,0,4.0,3.0,5.0,2.0,5.0,4.0,2.0,1.0,5.0,1.0,2.0,2.0,3.0,1,1.0,4.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,3.0,2.0,4.0,1.0,4.0,4.0,3.0,5.0,3.0,3,2.0,4.0,5,1.0,3.0,Default,284@survey.com
284,284,0,1.0,4.0,4.0,2.0,5.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,1,3.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,4,1.0,3.0,4,1.0,4.0,Default,285@survey.com
285,285,0,5.0,1.0,5.0,4.0,5.0,5.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,1,4.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,5.0,4.0,5.0,3.0,1.0,3,2.0,5.0,3,2.0,3.0,Default,286@survey.com
286,286,0,4.0,4.0,5.0,2.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,2,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,1.0,4,2.0,5.0,3,3.0,3.0,Default,287@survey.com
287,287,0,4.0,2.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,2,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,4,3.0,4.0,3,3.0,4.0,Default,288@survey.com
288,288,0,3.0,4.0,5.0,1.0,4.0,2.0,2.0,3.0,5.0,1.0,5.0,2.0,1.0,2,3.0,4.0,3.0,2.0,1.0,5.0,5.0,3.0,1.0,5.0,4.0,2.0,5.0,1.0,2.0,3.0,5.0,4.0,3.0,3,1.0,5.0,3,1.0,5.0,Default,289@survey.com
289,289,0,4.0,3.0,5.0,1.0,4.0,5.0,2.0,5.0,5.0,1.0,4.0,1.0,4.0,2,2.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,5.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3,2.0,4.0,5,2.0,1.0,Default,290@survey.com
290,290,0,4.0,1.0,3.0,1.0,5.0,1.0,1.0,4.0,3.0,4.0,4.0,5.0,5.0,3,5.0,1.0,2.0,3.0,1.0,5.0,4.0,4.0,1.0,5.0,4.0,3.0,4.0,1.0,4.0,5.0,4.0,5.0,1.0,4,2.0,4.0,4,1.0,3.0,Default,291@survey.com
291,291,0,5.0,3.0,4.0,2.0,4.0,5.0,1.0,3.0,4.0,1.0,5.0,2.0,4.0,4,4.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,3,2.0,4.0,3,1.0,4.0,Default,292@survey.com
292,292,0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,5.0,3.0,5.0,1,3.0,2.0,2.0,4.0,2.0,4.0,5.0,3.0,1.0,2.0,3.0,2.0,5.0,2.0,4.0,5.0,5.0,4.0,1.0,4,2.0,5.0,5,1.0,4.0,Default,293@survey.com
293,293,0,5.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,4.0,4.0,5.0,3.0,4.0,5,1.0,1.0,4.0,2.0,1.0,5.0,2.0,4.0,3.0,4.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,4.0,5.0,3,1.0,5.0,1,4.0,1.0,Default,294@survey.com
294,294,0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,2.0,4.0,3.0,3,2.0,1.0,4.0,2.0,1.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,3,1.0,5.0,2,3.0,2.0,Default,295@survey.com
295,295,0,5.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,2,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,1.0,3,4.0,4.0,2,3.0,3.0,Default,296@survey.com
296,296,0,3.0,5.0,3.0,2.0,5.0,5.0,1.0,5.0,5.0,1.0,3.0,2.0,1.0,1,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,3.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,3.0,3,1.0,5.0,5,1.0,2.0,Default,297@survey.com
297,297,0,3.0,2.0,3.0,4.0,5.0,3.0,1.0,5.0,2.0,2.0,3.0,3.0,2.0,2,2.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,4,2.0,3.0,2,2.0,1.0,Default,298@survey.com
298,298,0,3.0,1.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,2.0,5.0,3.0,1.0,1,5.0,2.0,2.0,3.0,1.0,5.0,4.0,3.0,1.0,3.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,2.0,1.0,3,1.0,4.0,4,5.0,4.0,Default,299@survey.com
299,299,0,4.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,1.0,4.0,3.0,3.0,1,4.0,2.0,3.0,5.0,3.0,5.0,5.0,2.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,3,3.0,4.0,3,4.0,3.0,Default,300@survey.com
300,300,0,4.0,1.0,5.0,5.0,3.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,4.0,4,2.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,4.0,3.0,3.0,2.0,1.0,5.0,4.0,3.0,5.0,3.0,2.0,4,4.0,4.0,3,1.0,3.0,Default,301@survey.com
301,301,0,5.0,2.0,4.0,4.0,5.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,1,3.0,1.0,5.0,1.0,2.0,4.0,4.0,2.0,1.0,5.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,5.0,4.0,1,2.0,1.0,2,1.0,2.0,Default,302@survey.com
302,302,0,5.0,3.0,3.0,5.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,3.0,3.0,1,5.0,5.0,2.0,5.0,3.0,5.0,5.0,3.0,2.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,1.0,3,2.0,5.0,3,3.0,1.0,Default,303@survey.com
303,303,0,5.0,4.0,4.0,3.0,5.0,1.0,4.0,3.0,4.0,1.0,2.0,1.0,3.0,1,5.0,1.0,2.0,4.0,5.0,3.0,2.0,4.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,3.0,2.0,3,1.0,4.0,1,1.0,3.0,Default,304@survey.com
304,304,0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1,4.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,1.0,4.0,4.0,1.0,3.0,1.0,3,3.0,4.0,4,2.0,2.0,Default,305@survey.com
305,305,0,5.0,1.0,4.0,3.0,5.0,1.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,2,4.0,4.0,2.0,1.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,2.0,3,3.0,5.0,4,3.0,1.0,Default,306@survey.com
306,306,0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,5.0,2.0,5.0,4.0,2.0,4.0,5,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,4,3.0,4.0,4,2.0,3.0,Default,307@survey.com
307,307,0,5.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0,3.0,4.0,5.0,2.0,1.0,5,3.0,5.0,2.0,1.0,1.0,5.0,4.0,5.0,5.0,2.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,5.0,3.0,3,3.0,5.0,2,2.0,3.0,Default,308@survey.com
308,308,0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,1,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,1.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,4,3.0,4.0,5,3.0,5.0,Default,309@survey.com
309,309,0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,5.0,1.0,5.0,3.0,4.0,1,3.0,1.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,5.0,3.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,1,1.0,4.0,4,2.0,3.0,Default,310@survey.com
310,310,0,4.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2,4.0,1.0,3.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2,3.0,2.0,3,2.0,3.0,Default,311@survey.com
311,311,0,5.0,4.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,1.0,4.0,3.0,5.0,1,5.0,1.0,5.0,1.0,1.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,5.0,4.0,3.0,3.0,1.0,3,4.0,5.0,3,1.0,3.0,Default,312@survey.com
312,312,0,4.0,3.0,2.0,4.0,5.0,1.0,1.0,5.0,5.0,1.0,3.0,1.0,1.0,2,2.0,1.0,2.0,1.0,3.0,5.0,4.0,3.0,1.0,5.0,4.0,1.0,2.0,5.0,3.0,3.0,5.0,2.0,2.0,3,1.0,1.0,4,2.0,1.0,Default,313@survey.com
313,313,0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,2,2.0,2.0,4.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,2.0,1.0,3,3.0,4.0,5,1.0,2.0,Default,314@survey.com
314,314,0,5.0,5.0,4.0,2.0,5.0,5.0,3.0,4.0,5.0,1.0,5.0,5.0,4.0,2,5.0,1.0,4.0,3.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,2.0,5.0,5,1.0,3.0,Default,315@survey.com
315,315,0,2.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,5.0,3.0,5.0,2.0,3.0,1,4.0,1.0,3.0,5.0,1.0,5.0,5.0,3.0,1.0,3.0,5.0,1.0,1.0,4.0,5.0,1.0,5.0,4.0,1.0,4,3.0,3.0,2,1.0,1.0,Default,316@survey.com
316,316,0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,2,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,4,1.0,1.0,3,3.0,3.0,Default,317@survey.com
317,317,0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,2,3.0,1.0,2.0,1.0,5.0,5.0,5.0,3.0,1.0,5.0,4.0,1.0,5.0,1.0,3.0,1.0,1.0,5.0,3.0,4,2.0,3.0,3,1.0,2.0,Default,318@survey.com
318,318,0,1.0,1.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,3,3.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,1.0,3,3.0,4.0,3,5.0,3.0,Default,319@survey.com
319,319,0,4.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,3.0,5.0,1,4.0,1.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,5.0,3.0,1.0,5,3.0,5.0,4,2.0,1.0,Default,320@survey.com
320,320,0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,2,4.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,3,3.0,4.0,2,2.0,4.0,Default,321@survey.com
321,321,0,5.0,1.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,1.0,4,5.0,4.0,5,3.0,3.0,Default,322@survey.com
322,322,0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,5,2.0,3.0,4.0,2.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,5.0,2.0,2.0,1.0,5.0,4.0,2.0,1.0,3,2.0,3.0,4,3.0,4.0,Default,323@survey.com
323,323,0,4.0,1.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,2,2.0,1.0,5.0,1.0,1.0,2.0,5.0,4.0,3.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,3,3.0,3.0,2,3.0,2.0,Default,324@survey.com
324,324,0,3.0,1.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,2,4.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,2.0,2.0,4,2.0,3.0,3,2.0,2.0,Default,325@survey.com
325,325,0,4.0,5.0,3.0,2.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,1,3.0,1.0,3.0,1.0,1.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,3,1.0,4.0,3,2.0,3.0,Default,326@survey.com
326,326,0,4.0,1.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,1,2.0,4.0,3.0,1.0,2.0,5.0,5.0,1.0,1.0,3.0,2.0,2.0,3.0,5.0,3.0,5.0,4.0,1.0,1.0,3,1.0,3.0,3,2.0,3.0,Default,327@survey.com
327,327,0,3.0,4.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0,1.0,5.0,3.0,3.0,4,2.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,3,1.0,4.0,3,2.0,5.0,Default,328@survey.com
328,328,0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5,1.0,1.0,2.0,1.0,5.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,1.0,1.0,5,3.0,5.0,4,1.0,3.0,Default,329@survey.com
329,329,0,4.0,3.0,4.0,2.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,1,5.0,2.0,3.0,3.0,3.0,5.0,4.0,5.0,1.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,3,2.0,3.0,3,2.0,3.0,Default,330@survey.com
330,330,0,5.0,1.0,1.0,4.0,5.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,5.0,2,3.0,5.0,4.0,1.0,3.0,4.0,5.0,2.0,1.0,3.0,3.0,1.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3,1.0,5.0,3,4.0,1.0,Default,331@survey.com
331,331,0,5.0,5.0,4.0,1.0,5.0,1.0,3.0,5.0,5.0,1.0,1.0,3.0,3.0,4,2.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,4.0,5.0,3,3.0,3.0,4,2.0,2.0,Default,332@survey.com
332,332,0,2.0,2.0,4.0,5.0,5.0,3.0,1.0,4.0,5.0,1.0,2.0,2.0,4.0,3,3.0,5.0,3.0,2.0,5.0,4.0,5.0,5.0,1.0,2.0,5.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,2,1.0,3.0,2,4.0,3.0,Default,333@survey.com
333,333,0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,5.0,5.0,1.0,5.0,3.0,3.0,4,4.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,4.0,5.0,5.0,3.0,2.0,4,3.0,3.0,5,1.0,3.0,Default,334@survey.com
